wallet,win_rate,token_diversity,avg_hold_days
0xdde181541a25141718a22e0143fd5c07f2a34c91,1,3,126
0x8137ec9148ed1c74e637ee220a9d5179ac661f77,1,3,182.66666666666666
0x58a978cb682f290388cfb8b1d2fd6b41d626d010,1,3,0
0x2fc2a9e5ec0d972846f516fade92a9074656d9fa,1,3,225.66666666666669
0xf0b3fcefdcf5e9afc574b00370362856f857c8fb,1,3,183.66666666666666
0xf8a002745b66f73b1bfdc7ff8a962707eacb5492,1,3,255.66666666666666
0xbee1a2780b9d70013bb07493ae5a2c0b42f5c594,1,3,229.33333333333331
0x3fb91aa40aa8daf1c23346affea703bb159e787f,1,3,17
0xe1dabc245e75d7925a42e0143b52f9843546e25d,1,3,6
0x5cc9bcb91d0f345a1c2b42c0552907bd60ced918,1,3,363.66666666666669
0x8efe0cf418cb8160d1737560c26433a913e48159,1,3,26
0xf134f2eb8802c40a5aae3d7c4b4243218ff9ad08,1,3,150
0x0cc2c442981ce3bcaf83daa2dc23f376a621865b,1,3,5.333333333333333
0x39953e6429210c39d11688fa40219c811287caad,1,3,196
0x64bb13fdf04b9b7c55697320f9b412a6e6a19ad2,1,3,49
0x4f5717f1efdec78a960f08871903b394e7ea95ed,1,3,9.3333333333333339
0x233b3f34186ca91acfa8309830d21313045ff75f,1,3,30.666666666666668
0xde0028620bb53a7a1bf1f9881b3fb374d06b2d95,1,3,38.666666666666671
0x4c2f155d5d64c06eaa7251dbd369b3bebd83ceb8,1,3,289
0x0005dd7ac485d5056d8495b3bd1a3312471efed9,1,3,25.666666666666664
0xce1b8e6b34beebf1af5ffb01d5ff806515dcebef,1,3,82.333333333333343
0xa44a747c3b0bf632efbfab8cd3be3af5b3cacbaf,1,3,15.666666666666666
0xa4fa90afc4de8dbad41ceb8dff6ddfbccb92b437,1,3,32.333333333333336
0x1a7757d85ccd5bb39f782aba042434cb51737288,1,3,437.33333333333331
0xed5a83083ea27af2a6c20e344f7f275bac32f715,1,3,109
0x18cfba0622be638e40f603ab755c1b67d83d36d4,1,3,28.666666666666668
0x5db98bcec45ee95e0b45216bd98bcec690205e4b,1,3,203.66666666666666
0x8ea26200406134b5bad0239b243ca7ce9bf97fe9,1,3,49.666666666666664
0xa6a0de6ee88dce3589e8c1c8d48e482512fc45b6,1,3,54
0x1ece7fba592d010a76697d9b2a732409339811ff,1,3,140
0x954313005c56b555bdc41b84d6c63b69049d7847,1,3,0.66666666666666674
0x6eefb4437e6e9d9237bbfbeac1bddad4e6f48537,1,3,88
0xbb442d35caa512810f0e367021f280d47966e7c1,1,3,20
0xd64d1f00fa67b93f5a319b7a5743294dae943721,1,3,43
0x439e5acfd516f13e1adffc393956704d08dc9327,1,3,61.333333333333336
0xc494a0f270d8ecc7197dd4f2b2ff62c5ecdc2753,1,3,300.33333333333331
0x9d34bc20836685ed492b608315f807c92cd164c7,1,3,2.3333333333333335
0x1272ba8c0bd855ff15c4b29bad660e6f154fca28,1,3,57.333333333333336
0x1370be42213cfd34bd560b9d8d7be3ef941d67c5,1,3,5
0xa6e265667e1e18c28f2b5dc529f775c5f0d56d4a,1,3,47
0x5744fbe9a100665bcdff8ebd4d535469edd21c16,1,3,113.33333333333334
0x569c1d3edcabe1f90fcdb8edd34178636c3f6445,1,3,10
0xfb8dc276b4c3724ca1657a581aa911a72b6695f3,1,3,278.66666666666663
0x9fc8507b86340870f102ff1120a60c2cd7170b44,1,3,59
0x0517e3d740fcf628ba6382616ebf5440aaa2c919,1,3,363
0x36644691f28235c9f2d6daeb547f391fa1537489,1,3,6
0xcd3effa51c2f6227cacb2fdfd3dc8ef82ff1149c,1,3,136
0x9e73cdea4ee250d94f0f7c6a8b172c44f0eb63f4,1,3,303
0xec5840d1ba3c9c7c942a89ff15d1b0b0f204bfce,1,3,1
0x3895bd6a41c914111c8e1bbbd0c351e43190bd7f,1,3,1.3333333333333335
0x108ae4f5d4462ebc4cf85606f7ee4b55096f9a4e,1,3,205.33333333333334
0x49dba350d0a12f9b4671cf57244ab6f76d592c26,1,3,194
0x07149aee472ef732c60628b9460d0298e0d759b4,1,3,140.66666666666669
0xf4389cd022a0188035f366426364cc079695c436,1,3,4
0xac9693e52ea67601353c8478b29b08192034aa89,1,3,33.666666666666671
0xaf4177d21e3cc9800255f6ecb8b7b4f0c95e36ca,1,3,8
0x9a6f8bb39cb41c5bdc015204f9b8e6cead13e20c,1,3,445.66666666666669
0x47266714e542678ca8e0fa7cb77032016b7c01fc,1,3,241.33333333333331
0x86b56fc493888134aa5a45adb5212059d69d9071,1,3,22.333333333333336
0x4a726731a02298a0ebaef79e269ad11d883f128a,1,3,68.666666666666657
0x8bc3702c35d33e5df7cb0f06cb72a0c34ae0c56f,1,3,11
0x980ff2861d903cd7348665b67bdd63b3a967b29b,1,3,135.66666666666669
0xf0e1015c33da062e53fef545631e75ead91a5456,1,3,126.66666666666667
0x142595ce5d4b092d1d3446ff4ca4371daff4339f,1,3,4.333333333333333
0xf81b43e8426bd235bf1af44754e70c338ea2f087,1,3,84.666666666666671
0xf0a5f01bf89ec11ed0c394e7495570b05212fdb9,1,3,176
0x30c0e85be02c33bf17c0770766180796dbc4d030,1,3,271
0xbebcc2e25f72d50f39cf5957600c3b7641db07bb,1,3,472
0x14f357da4b7571e688c285290cae6832d64267bc,1,3,97.333333333333343
0x385ed61627a1f2d2851fb686bc40f33944953ef5,1,3,439.33333333333331
0x3feb1e09b4bb0e7f0387cee092a52e85797ab889,1,3,190
0x37469e6f8e19f1f67664733332ae715556e64856,1,4,0.5
0x9cd6a7ec66f4a14dfedfced240bab2ba9459b134,1,3,107.66666666666667
0x52d2960a5a20274354c1330ab586bf3dbc94c9cf,1,3,96.333333333333329
0x8a2fa31b7a9927b861a10a1466a3d8dc4ac6b7f8,1,4,18.25
0x7a70f1b5158921365751ccd6a064c1228f243d6a,1,3,160
0x9d6bc9763008ad1f7619a3498effe9ec671b276d,1,3,2
0xe7d9037857bd0c2627dc3117379d1536ce13c4ef,1,3,150.66666666666666
0xdece030c4538ae391aa8660c8e8209aa0e3225a3,1,4,167
0x6b2597ad198bd0ba766bf133aae5a68e779af87c,1,3,274
0xd03dc69dfbe47f0b1ec6acd4f32d0ea950d37684,1,3,13
0x4af104cb84240fb471b17b179cb578d7ed3da48d,1,4,293.75
0xee9c982e086ff9dbdd18a300d597a11841bce7e8,1,3,13.333333333333334
0xb9063a479155a7fdce094c34ca7688c14b4f95ff,1,4,167.75
0xb32f120044e8c21da4b850115f89cdd83dc2ef06,1,3,0
0x3245b3c88a60fb5f2bb6123bcfab41de0284518f,1,4,423
0xf15be8465932bd26075fcbdec0e027900bf991bd,1,3,123
0xa1168585d0e9eb7af251383ec155abad08fcf44d,1,3,0
0xeba1cd05c8424b825d66dca1613fbfeec57cad17,1,3,9
0x646de66c9a08abf0976869de259e4b12d06f66ac,1,4,4
0xf98b9963ac8aaec6f708395799c143fa1a7eb6e1,1,4,244
0x6be6df5b0e2f3037a9912603083a472cbc54f264,1,3,220
0x9891832633a83634765952b051bc7fef36714a46,1,4,51
0xf2c2b07073c98f47c9f80dddfc215e9f773382d1,1,3,3.333333333333333
0x8bb08042c06fa0fc26cd2474c5f0c03a1056ad2f,1,4,96
0x9deb8a570fc2ae3eedc63fda69d25a29a64d5d72,1,3,62.666666666666671
0x624120d1e0a7c4ec621d615879de8900b98c53b0,1,4,47
0xbfb638f6edb61b6997bc9e25922cd720bb22252a,1,3,15.666666666666666
0x66629ef6d7156b201be124639c12951c248114b9,1,3,50
0xa5a2ea1657dcbc5d362dfd73a77d770fe8b0942e,1,3,60.666666666666664
0x4aa6d6dd7ae032fb98da81ed8d3ff0babe81eab6,1,3,127.66666666666667
0x2e57b03a68c2ec232dbf11b6680feb67d388e262,1,3,2
0x25533b72d302d9e8771bd3b8c871cf22df6999e0,1,3,198.66666666666669
0xff42ec1c83e0f4939c45ab4f6a027b44e5a3fc8f,1,3,32
0x3b9caea186dbefa01ef4e922e38d4a32de2d51af,1,3,12.333333333333334
0xb6c735bff2b23f20e2603d4394fe3af3e2b1eb69,1,4,14
0x2af1df3ab0ab157e1e2ad8f88a7d04fbea0c7dc6,1,3,30
0x9a48bd0ec040ea4f1d3147c025cd4076a2e71e3e,1,4,400
0x2e212ebbc79c50199e356d8361c0b259e6f9f61c,1,3,66.333333333333329
0x092e7f44ba2b856dc7d82a49f67b5f4581576ea1,1,3,100
0x35278abf9b590a1238fa01ee87d6ffebb2a25e8f,1,4,267.5
0x69acaf75ab8d3ed15cd9dbbfb6ca6dfc629dee84,1,3,206.33333333333331
0x42135fd3aa0e71ff7403e3654c859db4474f0be6,1,3,0.33333333333333337
0xe7a3b38c39f97e977723bd1239c3470702568e7b,1,3,1
0x2b1bf2eae4dac9c52e40a14e5b532a610c68bac4,1,3,106.66666666666667
0xdd78b0a98d10bd5ddf5ab7f3909add422da1c4dc,1,3,146
0x2c0d7f2627e7213dc76c65e2853f1263f4876264,1,4,99.25
0x0d20e86abab680c038ac8bbdc1446585e67f8951,1,4,97
0x6faa9ed0f66f689ebe2dfc82f4a3bb63d6d584a4,1,3,11.666666666666666
0xa915ef8abfc38496805be3175d01c446a8d46dc7,1,3,195
0x4b394aa6fd4f5be7d1c9996598d908928d967b03,1,4,68.25
0x7626671a908eac436d091f4fc44f9c0db4152614,1,3,17
0xde95e2f715dbd6b5d590ceb52dae9c954563ab39,1,3,146.66666666666666
0x666e62dfa20b9a9bd8766be41714fbc174479aab,1,4,58
0x1830c553dc76d3447b69b7b0dc19cf9e3c739c78,1,3,4.3333333333333339
0x0e54936b615416af7ac9f6e81fa9b7bbc580b865,1,3,166.33333333333334
0x7f2f0e1d4eae6e9bfc0eed85f56a34c844d93702,1,4,87.5
0x9011f62a83c8a43a55e52b555fd3bd93313f4372,1,4,41.5
0xab35dd40f5eb21c98c9aee0e18ddb53eb17b24c6,1,3,2.333333333333333
0x5b30f4afca9c41120d04378df4c789160c65ae9a,1,4,276
0x2c57223d0b680a4e1880bc67ebca4bad0f55fcea,1,3,12.333333333333334
0xfd6d6f6b64c6e288131202daac4cb696d4f73b0f,1,4,195.75
0xbb3cf05db308de7463cb07d9d357a3677fb399c4,1,4,183.25
0x72ec577311fa84c8c66f9b05a2bba61cacc92199,1,4,54.25
0xf4c2954e9c76ebf38d8eb2a40c8fb35d65bb047b,1,3,116.66666666666667
0xa5cc4296229cd572ee784391a7b6b839f71e0f81,1,3,231.66666666666666
0x31b46c84e4fb0704de69dbf4b054b5cb81aa3736,1,4,7.5
0xc671cecdd0d43a512878d1ddc20c9882805ea3db,1,3,4.333333333333333
0x4eb8144912e6eab0304763348156fe7d79d17117,1,3,86.666666666666671
0xbe10c236f25151adc440a8ee6487de77feab52f6,1,4,1.5
0xeb28b05c96ec9d1c18dfb859204c8631ffd42900,1,3,0.33333333333333337
0xa518aa8353f6f44e124382e6a1a93773355f7c7d,1,4,272
0xdb2f75e3b160d1b468f486c0f7b683b9c08b5315,1,4,3.25
0x84c9599861209906081ad6f64587109cf7248fb3,1,4,213.25
0x888f96e4662e2fe5b00bcd121dcacfe8d80c0c41,1,3,72.666666666666671
0x2b6aa699c32bafb25cf5b6e8670c3699dc3335e2,1,3,496
0xcd7246a16edba911c3e21c4ce5331df3159e2d65,1,4,2.25
0x72187bc002b0ac0b63c35c9f5652275dd4341098,1,4,302.5
0x107a33019910e57533ad4f75762d6a958630ca3d,1,3,0
0x8c343a4616268f3644482097b00c64f3ce397f6a,1,4,171.5
0x8648880327b5afb6aec1bc6c4d17ffb3323a50ae,1,3,267
0x3d77755d46f342ebd42acf4e051409c9c8ef54c2,1,3,131.66666666666669
0x4c0998ccf4b1feb9b830055cc72839f4ff08c069,1,4,317.75
0xd984fde892a743fd2e348a0a1093c97f6a3948cd,1,3,55.333333333333336
0xfb85b9ec50560e302ab106f1e2857d95132120d0,1,4,23.25
0xced80d6eae230408737e068ff28ab68e1c233f04,1,4,8.5
0x0bda394e36c0128b156ddd191f108a1dfa3a362b,1,3,1
0xeacc364cbd32d3d4885848945f28948a5a004350,1,3,85.666666666666671
0xf9d75027ef38092e8605dad7dda7c0c97413d112,1,3,0.66666666666666663
0x154333987b7b90f83028797fc0a251f6711f943b,1,3,476
0x6cd7d4e0a3b406d05d0ffef5f44e5ed9d7e8e907,1,3,272
0x26d7075c8f9081269e4421e3dd20fa024cbd6e21,1,4,3
0x4bed92717d805ee1b82a21ac84095864bbe5639f,1,3,0
0xd061925cb6df54648de48c334b4dd10dcbf3b20a,1,3,15.666666666666668
0x854b98dc1f76c92b22f75d1f33d23feb64d8087f,1,3,0
0xe53552a6dbfd48200a69a6e967bc5b1e86dbd321,1,3,0
0xe5fc9116b7713d7c8a7a91e6a7cf9ce5f00552a8,1,3,57
0x867eb0804eaca9feeda8a0e1d2b9a32eef58af8f,1,3,18
0xc1fe1c79729353d2ac5d44cdada415b9abf63b58,1,4,51
0xe2b3489051ee5782a69aa8b649a37ea4503661b7,1,3,17.666666666666668
0xe02a6007834763d49b3d5a2bc2cc773f0514569e,1,3,8.6666666666666661
0xcd958268208c820a91f2f1a061917967a783194f,1,3,281.33333333333331
0x3cf9771c961af8727ef5e9b955419cf80b34bcd4,1,4,88.25
0x80c0044be3115a1e36cba1ef1d2e7058cdb48698,1,3,428
0x490cc38c94beb48b44783b748eaf5c03cb747665,1,3,34.333333333333336
0xcf89d9e82a021167945d3af67b2343111d1d3eb9,1,3,1.3333333333333335
0xdbb72afb69263c26fff3fb23f2154123f6d170bb,1,3,21
0xbd98b0cf04b91b1121a92a80e6b5e093c007a864,1,3,190.33333333333334
0xd1434df1e2ad0cb7b3701a751d01981c7cf2dd62,1,4,2.75
0x085ca12fa428f50f9c2651934c0d569ff617d9ef,1,3,328.66666666666669
0xafd562260a65f861e9e4b25fe0a03d66a22176a8,1,4,49
0xdf3a7a27704196af5149cd67d881279e32af2c21,1,3,330.66666666666669
0xf4bec3e032590347fc36ad40152c7155f8361d39,1,4,300
0x02b758ce469af940c57a42ad1de5d404122bc283,1,3,7
0xbe0af61f64c99eef07b990f574d894ed7043804d,1,4,205
0x03ebd04c675c20abc21c2388e8422efc67594b0e,1,4,2.25
0xa50110866c6a08c0ad5c6aafc01049f5123ca735,0.95454545454545459,22,55.181818181818187
0x4dc305308e42cebcc7ad884ef1ae99dff42fa217,0.95238095238095233,21,5.1904761904761907
0xbba2d9f3ccd391fdd34220e134219e82e98805ef,0.94117647058823528,17,428.29411764705878
0x37a5d56210ad18b907338ed210ad0fc4f3f78917,0.93939393939393945,33,10.939393939393939
0xa83d67f3bb2824daa289c7def69debdf134d161d,0.92307692307692313,13,76.230769230769226
0xe2e8d6fdbdd233034b3afad26eddbabce319dd3a,0.91666666666666663,12,0
0x9ee91f9f426fa633d227f7a9b000e28b9dfd8599,0.91666666666666663,12,29.833333333333329
0x2d73341be6792b435401b5e0b8d2d58a589846bb,0.88888888888888884,9,127.77777777777777
0x8d12f5b47cdce665f9f24a1691197287ff0ecbf3,0.88888888888888884,9,235.33333333333334
0xe8e8486228753e01dbc222da262aa706bd67e601,0.88235294117647056,17,21.529411764705884
0x7cbdb0b8a0157c88de928fbbad278a3659706c19,0.875,8,3.25
0xba265c62ef92ac9402a7466b2b299b9dd11f8096,0.875,8,307.625
0x2b0024ecee0626e9cfb5f0195f69dcac5b759dc9,0.875,8,70.25
0x2cced4ffa804adbe1269cdfc22d7904471abde63,0.875,8,25.750000000000004
0x7d0ef3c6ac777815cb2e3bb5f21dfc1c935e760f,0.875,8,267.5
0x3c7f29898cc454d26d27b34e6ca9b535b13e2324,0.875,8,0.87499999999999989
0x3bf46b34f57d70e6fdaae9264ace525afec28233,0.875,8,345.5
0x141077a7953355b1ae681a0048fc19d0000e6c21,0.86956521739130432,23,149.13043478260869
0x89f480bc1c23a5a5dc705fd3507cf1b77bee724f,0.8666666666666667,15,2.933333333333334
0x0ed8848bfe6d89801fd5bf2e2656a27442247662,0.8666666666666667,15,3.3333333333333335
0x785761c4b2bc7bdee8296e5427a7163e3ca344d8,0.8571428571428571,7,256.71428571428572
0x9e05120eeacd01de727e9d61afe58e875c711041,0.8571428571428571,7,302.85714285714283
0xd44082f25f8002c5d03165c5d74b520fbc6d342d,0.8571428571428571,7,43.857142857142854
0xd880549ef22ab1c25e86a27827ea5c61fabee750,0.8571428571428571,7,97.142857142857139
0x30ddd9a9d0d833ae27ecb2dd4c9163bbdf524dbd,0.8571428571428571,7,21.428571428571427
0x8bcf07288a682f93b7619b22d2c00c2557437c04,0.8571428571428571,7,1.5714285714285716
0xbe01db45adf893187cc3120c62132b3efd3b13fb,0.8571428571428571,7,0
0xefeca1b0766aae8b259420cb315b43c44aead1e6,0.8571428571428571,7,91.142857142857139
0xa015b67277e7846013a7bd4c1e9f818a2645d8e9,0.8571428571428571,7,328.57142857142856
0xf1ad80ec60142c99a69b00b215923b11ae0d6921,0.8571428571428571,7,1.7142857142857144
0x8f723c4f9a27c143022afbcf2133b0541569ca29,0.85185185185185186,27,2.2222222222222223
0x520365aa0a0f4f42443607b3894503968407af7d,0.84615384615384615,13,11.769230769230768
0x92a26975433a61cf1134802586aa669bab8b69f3,0.83333333333333337,12,11.416666666666664
0xe25aa57b4130c8afb7bf58f8db6f128b9867e36e,0.83333333333333337,12,2.0833333333333335
0x942edf6e2f598068cbd457b630858648385a4c89,0.83333333333333337,6,84.333333333333343
0x726cba9cb68cb508d158692e9ac256dcd0a764da,0.83333333333333337,6,115.66666666666669
0x704648186ecb296f014513d7e37f77bbf33da7d4,0.83333333333333337,6,307.66666666666669
0xd788fe149bf331f1fe2c077befeca434490bdd84,0.83333333333333337,6,71.833333333333343
0x0c4f49be1651d0a4acfc5c4c16bfb50494ed1465,0.83333333333333337,6,317.83333333333337
0x9499296947baa19139b1d726e1ba96133b47173a,0.83333333333333337,6,92.666666666666671
0xb7fc87eacdf86850eeb4687da9253dd391ecdbf1,0.83333333333333337,6,8.1666666666666661
0xfa7112a0e1be727c1a3b784fe330b031a8b06a4c,0.83333333333333337,6,53.833333333333336
0x6903db6bee5dd38b5c91abac3c189836122315b4,0.83333333333333337,6,63.333333333333329
0x3f751bf39163a8de60e2714bb811e9031a2136cb,0.83333333333333337,6,73.5
0x7539cb61fe70caa6c9a6a4ba6ff1d2c53bf521fc,0.83333333333333337,6,104.33333333333334
0xe6cb1c3a212001d02706ef93ea0a87b35b36d016,0.83333333333333337,6,65.166666666666671
0xc2c714bdf3ae4385907a4fdf9cd19b6f2ac8f2e2,0.83333333333333337,6,53.666666666666671
0x2fce9b92a64c1ddf14a1a9e5ec6d4e4c7c9f4fdd,0.83333333333333337,6,79.833333333333329
0x6bb51e73d3c07e88da4aa707f6ba17aa5d08d018,0.83333333333333337,6,52.5
0xe1a22c1eca9c8fa8398687808bd5c015a00363c0,0.83333333333333337,6,179.33333333333334
0x4c7c7bac324cd9b9718dc8f10fe3cc0a69293170,0.83333333333333337,6,302.16666666666669
0xb3b22ed75ab3b9e92e2869fe0b404fe4ffdf2230,0.83333333333333337,6,5
0xf899aa212bdef3e986fdb8ba28bae96f3413dbf7,0.83333333333333337,6,1.6666666666666667
0x05a49cb91973389ec1aa374cdc6ac9211f7ce758,0.83333333333333337,6,93.5
0xcf39b81630e144a1efdacf228496b13db03c3fa6,0.83333333333333337,6,154.33333333333334
0x2441d4965b1143f9166b111f458b695686572bfa,0.83333333333333337,6,184.83333333333334
0x00d5390c2226e26d9f95f2b0a84d1426a648e9ed,0.83333333333333337,6,224
0xec93035b1a5d793c08de22b57cf17fa18eb67a6f,0.83333333333333337,6,101.5
0x23dc6d7295f023d5176b2de9b6ccdbf6c19da35f,0.83333333333333337,6,2.666666666666667
0xedc4bb99828f47db6efeb8086d4bb4d765d2003b,0.83333333333333337,6,29.333333333333332
0xb1fda4767da0736f17c1075a484bdfe8eaeefd8d,0.83333333333333337,6,155
0x9c26a56ebdffd8edd2e42a294907307d6e1c012b,0.83333333333333337,6,2.833333333333333
0x9cb4706e20a18e59a48ffa7616d700a3891e1861,0.83333333333333337,6,1.1666666666666665
0x954367cb2028e704b62a4093f648be453aca3989,0.83333333333333337,6,78.5
0x73a7c9e4601892ceedd61d6b08006be4c885dc76,0.83333333333333337,6,28.833333333333336
0x65fb9db5fc926eb22ac5ae86e74242e0df44718c,0.83333333333333337,6,44.166666666666671
0x4e04f27187a750e0869361162e06989f295a776e,0.83333333333333337,6,19.5
0x9d204ba0274aa08761840798b90b0b054244f009,0.83333333333333337,6,244.16666666666669
0xc45719f801c737e70bd34e4b9daabb686b5605b9,0.83333333333333337,6,86.666666666666671
0x5515bd9a851d955585bef2bd1aa532a4045c0469,0.83333333333333337,6,194.33333333333331
0xe0e8416b01f9e5a661ca6c2a0ec961ea880640fb,0.82608695652173914,23,0
0x1445737df5060868bf01034f273bc2f996120b31,0.81818181818181823,11,0
0xe050b1c49e8033ba0df3be3ad7152a415dbf439f,0.81818181818181823,11,0
0x5c5ae28e02f60eca0bc3d2d799b0dad65eaf3525,0.81818181818181823,22,7.4090909090909092
0x6d7a3177f3500bea64914642a49d0b5c0a7dae6d,0.81818181818181823,11,202.45454545454544
0x369134f70e371aa09d103b683b713eb163b0da7a,0.80952380952380953,21,1.5714285714285714
0x6aa7f154f32487889019cfdc068d5ac23a373b72,0.80952380952380953,21,0.2857142857142857
0x044c08639bd59beb4f6ec52c0da6cd47283534e8,0.8,10,25.2
0x346fd64e9130ce2d21516be561e6823d67bf22d5,0.8,10,78.2
0x01bf487e3bb9e1209089a494c4b780e9f1cb33c6,0.8,10,110.8
0x2164ed9f5e0ac69546205104f23e5be32d3181bd,0.8,35,10.228571428571428
0x28e395a54a64284dba39652921cd99924f4e3797,0.8,10,1.4
0x8c435d1d93949292618e62c2e5aeed26a38e04df,0.8,10,383.09999999999997
0xb818de71b8acee27c17a40446012663d4c71b437,0.8,10,161.5
0x40c0a87638df23bfd97a5e358f4c5d44b4876b9c,0.8,10,0.20000000000000004
0x1e6e2a483e059f9d47904154a9781aacf2dc3e9f,0.8,5,290
0xf9d74b22fcd22f9ecf5d4ba6320751f55def7add,0.8,5,18.6
0xc272a28550748f09d5ddbdcb7e86a617d6f1276a,0.8,5,0.6
0xdfa3c51ddba095f146173470c8af4d32ce8ffd8c,0.8,5,63.8
0x9c55a0bda5777ac8e7b882b4fc8ce86d75db1e10,0.8,5,321.8
0x7dc9bd5d9a32a9b7d6e22242fdf0ef7d6ed3991c,0.8,5,143.2
0xd94a093f4496e9cd3b3d8bc5336e783e6ae304e0,0.8,5,36.2
0x201ad708c5dc0e08627a1a1ebe85cd380b75c1ce,0.8,5,36.8
0x75ba26e94bc5261cabec4b50208df9e21b21245a,0.8,5,28.4
0xef1b81ecaf89d1b71279d9d2827c2918af6d4220,0.8,5,0.8
0xe70662ec3c9a4e609c1fb1a07957494ae74b60ce,0.8,5,7.8
0x63d75520872cbc7212724ce1ca22b59d64977dc7,0.8,5,257.4
0x5ab4b5a9aaf5598be1b43f5d75911287c6d347b2,0.8,5,30.200000000000003
